nct_id,nlm_download_date_description,study_first_submitted_date,results_first_submitted_date,disposition_first_submitted_date,last_update_submitted_date,study_first_submitted_qc_date,study_first_posted_date,study_first_posted_date_type,results_first_submitted_qc_date,results_first_posted_date,results_first_posted_date_type,disposition_first_submitted_qc_date,disposition_first_posted_date,disposition_first_posted_date_type,last_update_submitted_qc_date,last_update_posted_date,last_update_posted_date_type,start_month_year,start_date_type,start_date,verification_month_year,verification_date,completion_month_year,completion_date_type,completion_date,primary_completion_month_year,primary_completion_date_type,primary_completion_date,target_duration,study_type,acronym,baseline_population,brief_title,official_title,overall_status,last_known_status,phase,enrollment,enrollment_type,source,limitations_and_caveats,number_of_arms,number_of_groups,why_stopped,has_expanded_access,expanded_access_type_individual,expanded_access_type_intermediate,expanded_access_type_treatment,has_dmc,is_fda_regulated_drug,is_fda_regulated_device,is_unapproved_device,is_ppsd,is_us_export,biospec_retention,biospec_description,ipd_time_frame,ipd_access_criteria,ipd_url,plan_to_share_ipd,plan_to_share_ipd_description,created_at,updated_at
NCT04720378,"ClinicalTrials.gov processed this data on January 29, 2021",1/21/2021,,,1/21/2021,1/21/2021,1/22/2021,Actual,,,,,,,1/21/2021,1/25/2021,Actual,February 2021,Anticipated,2/28/2021,January 2021,1/31/2021,August 2021,Anticipated,8/31/2021,August 2021,Anticipated,8/31/2021,,Interventional,,,Safety and Tolerability Study of IV ST266 in COVID-19 Subjects,"A Phase 1, Multi-Center, Open-Label, Safety and Tolerability Study of Intravenous Administration of ST266 in Subjects With Confirmed COVID-19 Infection",Not yet recruiting,,Phase 1,12,Anticipated,"Noveome Biotherapeutics, formerly Stemnion",,4,,,False,,,,True,True,False,,,,,,,,,No,,2/1/2021 6:39:04 AM,2/1/2021 6:39:04 AM
NCT04720235,"ClinicalTrials.gov processed this data on January 29, 2021",1/15/2021,,,1/20/2021,1/20/2021,1/22/2021,Actual,,,,,,,1/20/2021,1/22/2021,Actual,"December 9, 2020",Actual,12/9/2020,January 2021,1/31/2021,"March 30, 2021",Anticipated,3/30/2021,"March 9, 2021",Anticipated,3/9/2021,,Interventional,,,A Follow On Community Testing Study To Evaluate The Performance of the Lucira COVID-19 All-In-One Test Kit,A Follow On Community Testing Study To Evaluate The Performance of the Lucira COVID-19 All-In-One Test Kit As Compared To The Hologic Panther Fusion SARS-CoV-2 RT-PCR Assay Among Asymptomatic Subjects,Recruiting,,N/A,500,Anticipated,Lucira Health Inc,,1,,,False,,,,False,False,True,,,True,,,,,,No,,2/1/2021 6:39:05 AM,2/1/2021 6:39:05 AM
NCT04719234,"ClinicalTrials.gov processed this data on January 29, 2021",1/20/2021,,,1/21/2021,1/21/2021,1/22/2021,Actual,,,,,,,1/21/2021,1/22/2021,Actual,"June 15, 2020",Actual,6/15/2020,January 2021,1/31/2021,"December 1, 2020",Actual,12/1/2020,"December 1, 2020",Actual,12/1/2020,,Interventional,,,Lung Ultrasonography in COVID-19 Pneumonia,Comparison of Lung Ultrasonography Findings With Chest Computerized Tomography Results in Corona virüs (COVID-19) Pneumonia,Completed,,N/A,60,Actual,Bursa Yüksek İhtisas Education and Research Hospital,,1,,,False,,,,True,False,False,,,,,,,,,No,,2/1/2021 6:39:12 AM,2/1/2021 6:39:12 AM
NCT04719208,"ClinicalTrials.gov processed this data on January 29, 2021",10/21/2020,,,1/20/2021,1/20/2021,1/22/2021,Actual,,,,,,,1/20/2021,1/22/2021,Actual,"October 6, 2020",Actual,10/6/2020,January 2021,1/31/2021,June 2021,Anticipated,6/30/2021,May 2021,Anticipated,5/31/2021,,Interventional,,,[COVID-19] Reduction of Sars-CoV-2 Oral Viral Load With Prophylactic Mouth Rinse,Reduction of Sars-CoV-2 Oral Viral Load With Prophylactic Mouth Rinse,Recruiting,,N/A,60,Anticipated,Augusta University,,5,,,False,,,,False,False,False,,,,,,,,,No,,2/1/2021 6:39:12 AM,2/1/2021 6:39:12 AM
NCT04719182,"ClinicalTrials.gov processed this data on January 29, 2021",1/18/2021,,,1/20/2021,1/20/2021,1/22/2021,Actual,,,,,,,1/20/2021,1/22/2021,Actual,"September 1, 2020",Actual,9/1/2020,January 2021,1/31/2021,"July 1, 2021",Anticipated,7/1/2021,"January 1, 2021",Actual,1/1/2021,,Observational,PRoAcT-COVID,,Practice of Adjunctive Treatments in Intensive Care Unit Patients With COVID-19,Practice of Adjunctive Treatments in Intensive Care Unit Patients With Coronavirus Disease 2019 (PRoAcT-COVID) - an Observational Study in the Netherlands,"Active, not recruiting",,,1000,Anticipated,Academisch Medisch Centrum - Universiteit van Amsterdam (AMC-UvA),,,,,False,,,,False,False,False,,,,,,,,,Undecided,,2/1/2021 6:39:12 AM,2/1/2021 6:39:12 AM
NCT04718519,"ClinicalTrials.gov processed this data on January 29, 2021",1/20/2021,,,1/20/2021,1/20/2021,1/22/2021,Actual,,,,,,,1/20/2021,1/22/2021,Actual,"June 22, 2020",Actual,6/22/2020,January 2021,1/31/2021,"October 11, 2020",Actual,10/11/2020,"October 11, 2020",Actual,10/11/2020,,Observational,,,Individual and Institutional Resilience in Migrant Workers During the COVID-19 Pandemic,Individual and Institutional Resilience in Migrant Workers During the COVID-19 Pandemic,Completed,,,1288,Actual,Yale-NUS College,,,1,,False,,,,False,False,False,,,,,,,,,No,"Due to stipulations by the Institutional Review Board, data cannot be shared.",2/1/2021 6:39:17 AM,2/1/2021 6:39:17 AM
NCT04718506,"ClinicalTrials.gov processed this data on January 29, 2021",1/16/2021,,,1/20/2021,1/20/2021,1/22/2021,Actual,,,,,,,1/20/2021,1/22/2021,Actual,"January 12, 2021",Actual,1/12/2021,January 2021,1/31/2021,"December 12, 2021",Anticipated,12/12/2021,"June 12, 2021",Anticipated,6/12/2021,,Interventional,RECOVE,,Rehabilitation for Post-COVID-19 Syndrome Through a Supervised Exercise Intervention,"Rehabilitation for Post-COVID-19 Syndrome Through a Multicomponent, Educational and Supervised Exercise Intervention [RECOVE]",Recruiting,,N/A,56,Anticipated,Universidad de Murcia,,2,,,False,,,,,False,False,,,,,,,,,,,2/1/2021 6:39:17 AM,2/1/2021 6:39:17 AM
NCT04718480,"ClinicalTrials.gov processed this data on January 29, 2021",1/18/2021,,,1/20/2021,1/20/2021,1/22/2021,Actual,,,,,,,1/20/2021,1/22/2021,Actual,"November 27, 2020",Actual,11/27/2020,January 2021,1/31/2021,December 2021,Anticipated,12/31/2021,August 2021,Anticipated,8/31/2021,,Interventional,,,Fluvoxamine Administration in Moderate SARS-CoV-2 (COVID-19) Infected Patients,"A Randomized, Double-blind, Placebo-controlled, Adaptive-design Study to Assess the Safety and Efficacy of Daily 200 mg Fluvoxamine as add-on Therapy to Standard of Care in Moderate Severity COVID-19 Patients",Recruiting,,Phase 2,100,Anticipated,SigmaDrugs Research Ltd.,,2,,,False,,,,False,False,False,,,False,,,,,,No,Study results will be published at the end of the study.,2/1/2021 6:39:17 AM,2/1/2021 6:39:17 AM
NCT04718467,"ClinicalTrials.gov processed this data on January 29, 2021",1/20/2021,,,1/21/2021,1/20/2021,1/22/2021,Actual,,,,,,,1/21/2021,1/25/2021,Actual,"February 1, 2021",Anticipated,2/1/2021,January 2021,1/31/2021,"March 15, 2022",Anticipated,3/15/2022,"May 15, 2021",Anticipated,5/15/2021,,Interventional,,,Phase IIb Clinical Trial of Recombinant Novel Coronavirus Pneumonia (COVID-19) Vaccine (Sf9 Cells),"A Single-center, Randomized, Double-Blinded, Placebo-Controlled, Phase Ⅱb Clinical Trial of Recombinant COVID-19 Vaccine (Sf9 Cells), in the Subjects From Healthy Aged 18 to 85 Years Old",Not yet recruiting,,Phase 2,4000,Anticipated,Jiangsu Province Centers for Disease Control and Prevention,,4,,,False,,,,True,False,False,,,,,,,,,,,2/1/2021 6:39:17 AM,2/1/2021 6:39:17 AM
NCT04718285,"ClinicalTrials.gov processed this data on January 29, 2021",1/15/2021,,,1/20/2021,1/20/2021,1/22/2021,Actual,,,,,,,1/20/2021,1/22/2021,Actual,"January 30, 2021",Anticipated,1/30/2021,January 2021,1/31/2021,"May 30, 2021",Anticipated,5/30/2021,"April 30, 2021",Anticipated,4/30/2021,,Interventional,,,Investigation the Effect of Montelukast in COVID-19,"A National, Multi-Center, Open-Label, Three-Arm, Phase II Study to Investigate the Effect of Montelukast Between Emergency Room Visits and Hospitalizations in COVID-19 Pneumonia in Comparison With Standard Treatment",Not yet recruiting,,Phase 2,380,Anticipated,Bahçeşehir University,,3,,,False,,,,False,False,False,,,False,,,,,,,,2/1/2021 6:39:18 AM,2/1/2021 6:39:18 AM
NCT04718220,"ClinicalTrials.gov processed this data on January 29, 2021",1/16/2021,,,1/19/2021,1/19/2021,1/22/2021,Actual,,,,,,,1/19/2021,1/22/2021,Actual,February 2021,Anticipated,2/28/2021,January 2021,1/31/2021,November 2022,Anticipated,11/30/2022,November 2022,Anticipated,11/30/2022,,Interventional,STOPCOVID19,,"Safety, Testing/Transmission, and Outcomes in Pregnancies With COVID-19","Safety, Testing/Transmission, and Outcomes in Pregnancies With COVID-19",Not yet recruiting,,N/A,420,Anticipated,Washington University School of Medicine,,2,,,False,,,,True,False,False,,,,,,,,,,,2/1/2021 6:39:19 AM,2/1/2021 6:39:19 AM
NCT04717024,"ClinicalTrials.gov processed this data on January 29, 2021",1/19/2021,,,1/19/2021,1/19/2021,1/20/2021,Actual,,,,,,,1/19/2021,1/20/2021,Actual,"September 15, 2020",Actual,9/15/2020,January 2021,1/31/2021,"December 31, 2021",Anticipated,12/31/2021,"December 31, 2021",Anticipated,12/31/2021,,Observational,NanoCOAT,,The Nanowear Wearable Covid-19 Observational and Analysis Trend,The Nanowear Wearable Covid-19 Observational and Analysis Trend,Recruiting,,,100,Anticipated,Nanowear Inc.,,,,,False,,,,False,False,True,,,,,,,,,No,,2/1/2021 6:39:27 AM,2/1/2021 6:39:27 AM
NCT04716998,"ClinicalTrials.gov processed this data on January 29, 2021",1/17/2021,,,1/20/2021,1/19/2021,1/20/2021,Actual,,,,,,,1/20/2021,1/22/2021,Actual,January 2021,Anticipated,1/31/2021,January 2021,1/31/2021,January 2022,Anticipated,1/31/2022,January 2022,Anticipated,1/31/2022,,Interventional,,,Safety and the Efficacy of MesenCure for the Treatment of Pulmonary Manifestations of COVID-19,A Controlled Study to Evaluate the Safety and Efficacy of Allogeneic MesenCure for the Treatment of Pulmonary Manifestations in Patients With COVID19,Recruiting,,Phase 1/Phase 2,35,Anticipated,BonusBio Group Ltd,,1,,,False,,,,False,False,False,,,,,,,,,No,,2/1/2021 6:39:27 AM,2/1/2021 6:39:27 AM
NCT04716985,"ClinicalTrials.gov processed this data on January 29, 2021",1/13/2021,,,1/25/2021,1/19/2021,1/20/2021,Actual,,,,,,,1/25/2021,1/26/2021,Actual,"January 22, 2021",Actual,1/22/2021,January 2021,1/31/2021,"December 22, 2022",Anticipated,12/22/2022,"July 22, 2021",Anticipated,7/22/2021,,Interventional,HYDRO COVID,,Evaluation of the Daily Intake of 0.5 L of Water Saturated With Molecular Hydrogen for 21 Days in COVID-19 Patients Treated in Ambulatory Care,"Evaluation of the Daily Intake of 0.5 L of Water Saturated With Molecular Hydrogen for 21 Days in COVID-19 Patients Treated in Ambulatory Care. Double-blind, Randomized, Comparative Study",Recruiting,,N/A,450,Anticipated,AGIR à Dom,,2,,,False,,,,False,False,False,,,,,,,,,No,,2/1/2021 6:39:27 AM,2/1/2021 6:39:27 AM
NCT04716907,"ClinicalTrials.gov processed this data on January 29, 2021",1/16/2021,,,1/20/2021,1/16/2021,1/20/2021,Actual,,,,,,,1/20/2021,1/22/2021,Actual,"February 1, 2021",Anticipated,2/1/2021,January 2021,1/31/2021,"February 1, 2022",Anticipated,2/1/2022,"February 1, 2022",Anticipated,2/1/2022,,Observational,COVITHYM,,Thymic Function in Patients With COVID-19,Thymic Function in Patients With COVID-19,Not yet recruiting,,,36,Anticipated,CMC Ambroise Paré,,,2,,False,,,,False,False,False,,,,,,,,,No,,2/1/2021 6:39:28 AM,2/1/2021 6:39:28 AM
NCT04716647,"ClinicalTrials.gov processed this data on January 29, 2021",1/18/2021,,,1/19/2021,1/19/2021,1/20/2021,Actual,,,,,,,1/19/2021,1/20/2021,Actual,"October 9, 2020",Actual,10/9/2020,January 2021,1/31/2021,"December 18, 2020",Actual,12/18/2020,"December 12, 2020",Actual,12/12/2020,,Interventional,,,Feasibility of Ayurveda in Patients With Mild-to-Moderate COVID-19: A Community-Based Participatory Research,A Community-Based Participatory Research to Assess the Feasibility of Ayurveda Intervention in Patients With Mild-to-Moderate COVID-19,Completed,,N/A,28,Actual,Aarogyam UK,,1,,,False,,,,True,False,False,,,,,,,,,,,2/1/2021 6:39:30 AM,2/1/2021 6:39:30 AM
NCT04716556,"ClinicalTrials.gov processed this data on January 29, 2021",1/14/2021,,,1/19/2021,1/19/2021,1/20/2021,Actual,,,,,,,1/19/2021,1/20/2021,Actual,"July 16, 2020",Actual,7/16/2020,January 2021,1/31/2021,May 2021,Anticipated,5/31/2021,May 2021,Anticipated,5/31/2021,,Interventional,,,TranSfUsion of coNvalescent plAsma for the Early Treatment of pneuMonIa in COVID-19 Patients,TranSfUsion of coNvalescent plAsma for the Early Treatment of pneuMonIa Due to SARS-CoV2 (TSUNAMI Study): a Multicenter Open Label Randomized Control Trial,"Active, not recruiting",,N/A,474,Anticipated,Istituto Superiore di Sanità,,2,,,False,,,,,False,False,,,,,,,,,,,2/1/2021 6:39:31 AM,2/1/2021 6:39:31 AM
NCT04716543,"ClinicalTrials.gov processed this data on January 29, 2021",12/14/2020,,,1/20/2021,1/19/2021,1/20/2021,Actual,,,,,,,1/20/2021,1/22/2021,Actual,March 2021,Anticipated,3/31/2021,January 2021,1/31/2021,March 2022,Anticipated,3/31/2022,March 2022,Anticipated,3/31/2022,,Observational,LACOVISS,,Epidemiological Investigation of COVID-19 in Laos Using a One-Health Approach in Human and Animals,One-health Approach in Epidemiological Investigation of SARS-CoV-2 in Laos,Not yet recruiting,,,5400,Anticipated,French National Institute for Health and Medical Research-French National Agency for Research on AIDS and Viral Hepatitis (Inserm-ANRS),,,1,,False,,,,False,False,False,,,,Samples Without DNA,"~     Nasal and saliva swabs~   ",,,,No,,2/1/2021 6:39:31 AM,2/1/2021 6:39:31 AM
NCT04716179,"ClinicalTrials.gov processed this data on January 29, 2021",1/17/2021,,,1/19/2021,1/19/2021,1/20/2021,Actual,,,,,,,1/19/2021,1/20/2021,Actual,"January 18, 2021",Actual,1/18/2021,January 2021,1/31/2021,"May 18, 2021",Anticipated,5/18/2021,"May 18, 2021",Anticipated,5/18/2021,,Interventional,,,Prospective Two-arm Study of Fertility in Men With COVID-19,Prospective Two-arm Study of Fertility in Men With COVID-19,Recruiting,,N/A,88,Anticipated,I.M. Sechenov First Moscow State Medical University,,2,,,False,,,,False,False,False,,,,,,,,,No,,2/1/2021 6:39:33 AM,2/1/2021 6:39:33 AM
NCT04716088,"ClinicalTrials.gov processed this data on January 29, 2021",1/15/2021,,,1/20/2021,1/18/2021,1/20/2021,Actual,,,,,,,1/20/2021,1/22/2021,Actual,"November 18, 2020",Actual,11/18/2020,January 2021,1/31/2021,"December 22, 2020",Actual,12/22/2020,"December 2, 2020",Actual,12/2/2020,,Observational,,,Rapid Antigen Testing for SARS-CoV-2 Among Healthcare Workers to Prevent Spread of COVID-19,Usefulness of Rapid Antigen Testing for SARS-CoV-2 Among Healthcare Workers to Prevent Spread of COVID-19 in the Hospital: a Pilot Study,Completed,,,36,Actual,The University Clinic of Pulmonary and Allergic Diseases Golnik,,,,,False,,,,False,False,False,,,,,,,,,Undecided,IPD are available on request from PI.,2/1/2021 6:39:34 AM,2/1/2021 6:39:34 AM
NCT04716023,"ClinicalTrials.gov processed this data on January 29, 2021",7/2/2020,,,1/18/2021,1/18/2021,1/20/2021,Actual,,,,,,,1/18/2021,1/20/2021,Actual,"August 23, 2019",Actual,8/23/2019,January 2021,1/31/2021,"February 2, 2022",Anticipated,2/2/2022,"August 22, 2021",Anticipated,8/22/2021,,Observational,PASSPORT,,Physiology and Structure of the Small Airways in Patients With Chronic Airflow Obstruction or COVID-19,Physiology and Structure of the Small Airways in Patients With Chronic Airflow Obstruction or COVID-19,Recruiting,,,42,Anticipated,Imperial College London,,,1,,False,,,,True,,,,,,,,,,,,,2/1/2021 6:39:34 AM,2/1/2021 6:39:34 AM
NCT04715997,"ClinicalTrials.gov processed this data on January 29, 2021",1/18/2021,,,1/18/2021,1/18/2021,1/20/2021,Actual,,,,,,,1/18/2021,1/20/2021,Actual,"December 30, 2020",Actual,12/30/2020,January 2021,1/31/2021,"March 30, 2022",Anticipated,3/30/2022,"May 30, 2021",Anticipated,5/30/2021,,Interventional,,,"Safety and Immunogenicity Study of GX-19N, a COVID-19 Preventive DNA Vaccine in Healthy Adults","A Phase 1/2a, Multicenter, Randomized, Double-blind, Placebo-controlled Study to Investigate the Safety, Tolerability, and Immunogenicity of GX-19N, a COVID-19 Preventive DNA Vaccine in Healthy Subjects",Recruiting,,Phase 1/Phase 2,170,Anticipated,"Genexine, Inc.",,2,,,False,,,,True,False,False,,,,,,,,,No,,2/1/2021 6:39:35 AM,2/1/2021 6:39:35 AM
NCT04715919,"ClinicalTrials.gov processed this data on January 29, 2021",12/28/2020,,,1/19/2021,1/19/2021,1/20/2021,Actual,,,,,,,1/19/2021,1/20/2021,Actual,"January 15, 2021",Actual,1/15/2021,January 2021,1/31/2021,"June 1, 2021",Anticipated,6/1/2021,"June 1, 2021",Anticipated,6/1/2021,,Observational,,,Long Term Outcomes of Coronavirus Disease-19 (COVID-19),"Long Term Outcomes in Patients With Coronavirus Disease-19 (COVID-19) on Pulmonary Functions, Exercise Capacity, Lung Structure and Quality of Life",Recruiting,,,80,Anticipated,Izmir Dr Suat Seren Chest Diseases and Surgery Education and Research Hospital,,,2,,False,,,,False,False,False,,,,,,,,,No,,2/1/2021 6:39:35 AM,2/1/2021 6:39:35 AM
NCT04715607,"ClinicalTrials.gov processed this data on January 29, 2021",1/12/2021,,,1/24/2021,1/15/2021,1/20/2021,Actual,,,,,,,1/24/2021,1/26/2021,Actual,"January 22, 2021",Anticipated,1/22/2021,January 2021,1/31/2021,"March 30, 2021",Anticipated,3/30/2021,"March 5, 2021",Anticipated,3/5/2021,,Interventional,,,"COVID-19: SARS-CoV-2 Detection in Saliva, Oropharyngeal and Nasopharyngeal Specimens","Comparison of Detection Rate of SARS-CoV-2 in Saliva, Oropharyngeal and Nasopharyngeal Specimens in a Public COVID-19 Test Setting",Recruiting,,N/A,22000,Anticipated,"Rigshospitalet, Denmark",,3,,,False,,,,True,False,False,,,False,,,,,,,,2/1/2021 6:39:37 AM,2/1/2021 6:39:37 AM
NCT04715477,"ClinicalTrials.gov processed this data on January 29, 2021",1/15/2021,,,1/16/2021,1/16/2021,1/20/2021,Actual,,,,,,,1/16/2021,1/20/2021,Actual,"January 17, 2021",Anticipated,1/17/2021,January 2021,1/31/2021,"April 15, 2021",Anticipated,4/15/2021,"April 1, 2021",Anticipated,4/1/2021,,Observational,,,Intensive Care Anxiety in SARS-CoV-2 Patients,Intensive Care Anxiety in SARS-CoV-2 (COVID 19) Patients,Recruiting,,,100,Anticipated,Derince Training and Research Hospital,,,1,,False,,,,False,False,False,,,,,,,,,No,,2/1/2021 6:39:38 AM,2/1/2021 6:39:38 AM
NCT04715360,"ClinicalTrials.gov processed this data on January 29, 2021",1/15/2021,,,1/17/2021,1/17/2021,1/20/2021,Actual,,,,,,,1/17/2021,1/20/2021,Actual,"December 29, 2020",Actual,12/29/2020,January 2021,1/31/2021,"December 27, 2021",Anticipated,12/27/2021,"November 29, 2021",Anticipated,11/29/2021,,Interventional,,,Management of Cytokine Storms in Severe COVID-19 Patients With Autologous Activated Platelet-rich Plasma Therapy,Management of Cytokine Storms in Severe COVID-19 Patients With Autologous Activated Platelet-rich Plasma Therapy,Recruiting,,Phase 1/Phase 2,30,Anticipated,Hayandra Peduli Foundation,,2,,,False,,,,,False,False,,,,,,,,,,,2/1/2021 6:39:38 AM,2/1/2021 6:39:38 AM
NCT04715295,"ClinicalTrials.gov processed this data on January 29, 2021",10/2/2020,,,1/19/2021,1/19/2021,1/20/2021,Actual,,,,,,,1/19/2021,1/20/2021,Actual,"October 5, 2020",Actual,10/5/2020,January 2021,1/31/2021,"September 5, 2021",Anticipated,9/5/2021,"May 30, 2021",Anticipated,5/30/2021,,Interventional,DOXYCOV,,Safety and Efficacy of Doxycycline and Rivaroxaban in COVID-19,"Open-label, Randomized Trial of the Safety and Efficacy of Doxycycline and Rivaroxaban Therapy Versus National Standard Therapy in Ambulatory Patients With Mild Symptomatic COVID-19",Recruiting,,Phase 4,200,Anticipated,Yaounde Central Hospital,,2,,,False,,,,True,False,False,,,False,,,one year after completion,Data will be shared upon request and approval by the National COVID19 Scientific Board,,Yes,Data will be shared upon request and approval by the National COVID19 Scientific Board,2/1/2021 6:39:39 AM,2/1/2021 6:39:39 AM
NCT04715243,"ClinicalTrials.gov processed this data on January 29, 2021",1/9/2021,,,1/23/2021,1/16/2021,1/20/2021,Actual,,,,,,,1/23/2021,1/26/2021,Actual,January 2021,Anticipated,1/31/2021,January 2021,1/31/2021,"July 30, 2021",Anticipated,7/30/2021,"April 30, 2021",Anticipated,4/30/2021,,Interventional,NIV COVID19,,"Comparison of High Flow Nasal Cannula (HFNC), Face-mask Non-Invasive Ventilation (NIV) & Helmet NIV in COVID-19 ARDS Patients","Comparison of High Flow Nasal Cannula (HFNC), Face-mask Non-Invasive Ventilation (NIV) & Helmet NIV in COVID-19 ARDS Patients",Recruiting,,N/A,360,Anticipated,Sultan Qaboos University,,3,,,False,,,,True,False,False,,,False,,,after July 2021,,,Yes,Publish in a journal,2/1/2021 6:39:39 AM,2/1/2021 6:39:39 AM
NCT04714515,"ClinicalTrials.gov processed this data on January 29, 2021",9/19/2020,,,1/15/2021,1/15/2021,1/19/2021,Actual,,,,,,,1/15/2021,1/19/2021,Actual,"February 20, 2020",Actual,2/20/2020,January 2021,1/31/2021,"April 20, 2020",Actual,4/20/2020,"March 30, 2020",Actual,3/30/2020,,Observational,,,Montelukast - a Treatment Choice for COVID-19,Using Montelukast to Treat the Patients Infected With Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2),Completed,,,150,Actual,University of Sargodha,,,4,,False,,,,True,True,,,,,Samples With DNA,"~     Nasal Swab samples~   ",,,,Undecided,,2/1/2021 6:39:44 AM,2/1/2021 6:39:44 AM
