nct_id,id,agency_class,lead_or_collaborator,name
NCT04713111,11061382,Industry,collaborator,Cambridge Cognition Ltd
NCT04341389,11107912,Industry,collaborator,CanSino Biologics Inc.
NCT04336774,11108588,Industry,collaborator,"Caption Health, Inc."
NCT04405102,11098865,Industry,collaborator,Celgene
NCT04276987,11117232,Industry,collaborator,Cellular Biomedicine Group Ltd.
NCT04490200,11088539,Industry,collaborator,Centro de Pesquisa em Biotecnologia Ltda
NCT04434248,11095401,Industry,collaborator,Chemical Diversity Research Institute
NCT04560881,11080059,Industry,collaborator,China National Biotec Group Company Limited
NCT04361942,11104968,Industry,collaborator,Citospin
NCT04334460,11108944,Industry,collaborator,Clinipace Worldwide
NCT04652518,11068843,Industry,collaborator,Clinipace Worldwide
NCT04537962,11082828,Industry,collaborator,Colgate Palmolive
NCT04452474,11093159,Industry,collaborator,Covance
NCT04494893,11088011,Industry,collaborator,Covance
NCT04583982,11077276,Industry,collaborator,Covance
NCT04676867,11065905,Industry,collaborator,Covance
NCT04403100,11099080,Industry,collaborator,Cytel Inc.
NCT04535856,11083113,Industry,collaborator,Daewoong Pharmaceutical Co. LTD.
NCT04516941,11085328,Industry,collaborator,"Daiichi Sankyo Europe, GmbH, a Daiichi Sankyo Company"
NCT04363268,11104798,Industry,collaborator,Datavant
NCT04428008,11096140,Industry,collaborator,Davita Clinical Research
NCT04608214,11074288,Industry,collaborator,Debiopharm International SA
NCT04659460,11068038,Industry,collaborator,Defence Research and Development Canada
NCT04707742,11062053,Industry,collaborator,Dentaid SL
NCT04321278,11110868,Industry,collaborator,EMS
NCT04322123,11110728,Industry,collaborator,EMS
NCT04556864,11080545,Industry,collaborator,Edwards Lifesciences
NCT04334928,11108855,Industry,collaborator,Effice Servicios Para la Investigacion S.L.
NCT04343976,11107517,Industry,collaborator,Eiger BioPharmaceuticals
NCT04344600,11107433,Industry,collaborator,Eiger BioPharmaceuticals
NCT04388709,11100832,Industry,collaborator,Eiger BioPharmaceuticals
NCT04382391,11101866,Industry,collaborator,ElectroCore INC
NCT04518410,11085112,Industry,collaborator,Eli Lilly and Company
NCT04623138,11072403,Industry,collaborator,Eli Lilly and Company
NCT04656691,11068359,Industry,collaborator,Eli Lilly and Company
NCT04407390,11098612,Industry,collaborator,Elysium Health
NCT04713111,11061380,Industry,collaborator,Evidation Health
NCT04413955,11097816,Industry,collaborator,ExThera Medical Corporation
NCT04547257,11081742,Industry,collaborator,ExThera Medical Corporation
NCT04379271,11102351,Industry,collaborator,FGK Clinical Research GmbH
NCT04387409,11101040,Industry,collaborator,FGK Clinical Research GmbH
NCT04348409,11106889,Industry,collaborator,Farmoquimica S.A.
NCT04423861,11096601,Industry,collaborator,Farmoquimica S.A.
NCT04435314,11095285,Industry,collaborator,Farmoquimica S.A.
NCT04441398,11094546,Industry,collaborator,Farmoquimica S.A.
NCT04355507,11105870,Industry,collaborator,GE Healthcare
NCT04356937,11105645,Industry,collaborator,"Genentech, Inc."
NCT04357730,11105548,Industry,collaborator,"Genentech, Inc."
NCT04505592,11086723,Industry,collaborator,"Genentech, Inc."
NCT04558125,11080396,Industry,collaborator,"Genentech, Inc."
NCT04702945,11062646,Industry,collaborator,Genome British Columbia
NCT04350593,11108114,Industry,collaborator,George Clinical Pty Ltd
NCT04354818,11105974,Industry,collaborator,Gilead Sciences
NCT04537208,11082935,Industry,collaborator,GlaxoSmithKline
NCT04723446,11060039,Industry,collaborator,GlaxoSmithKline
NCT04727294,11059533,Industry,collaborator,GlaxoSmithKline
NCT04663776,11067503,Industry,collaborator,Google LLC.
NCT04621123,11072672,Industry,collaborator,"Grifols Biologicals, LLC"
NCT04493307,11088195,Industry,collaborator,Haemonetics Corporation
NCT04370808,11103609,Industry,collaborator,"HeartGenetics, Genetics and Biotechnology SA"
NCT04409925,11098307,Industry,collaborator,Hoffmann-La Roche
NCT04365127,11104537,Industry,collaborator,IBSA Institut Biochimique SA
NCT04723602,11060018,Industry,collaborator,ICON plc
NCT04720378,11060414,Industry,collaborator,IQVIA Biotech
NCT04357444,11105590,Industry,collaborator,Iltoo Pharma
NCT04442048,11094468,Industry,collaborator,Immodulon Therapeutics Ltd
NCT04516915,11085331,Industry,collaborator,Immunic AG
NCT04380532,11102163,Industry,collaborator,Immunitor Inc.
NCT04354714,11105997,Industry,collaborator,Incyte Corporation
NCT04362137,11104942,Industry,collaborator,Incyte Corporation
NCT04369820,11103755,Industry,collaborator,Innate Pharma
NCT04371367,11103496,Industry,collaborator,Innate Pharma
NCT04544891,11082018,Industry,collaborator,Inotrem
NCT04447781,11093742,Industry,collaborator,Inovio Pharmaceuticals
NCT04328285,11109869,Industry,collaborator,Institut Pasteur
NCT04331171,11109428,Industry,collaborator,Institut Pasteur
NCT04355533,11105864,Industry,collaborator,Institut Pasteur
NCT04678193,11065714,Industry,collaborator,Intel Corporation
NCT04654481,11068600,Industry,collaborator,International Biophysics Corporation
NCT04549922,11081411,Industry,collaborator,"Ionis Pharmaceuticals, Inc."
NCT04516746,11085353,Industry,collaborator,Iqvia Pty Ltd
NCT04568031,11079219,Industry,collaborator,Iqvia Pty Ltd
NCT04641481,11070166,Industry,collaborator,Iqvia Pty Ltd
NCT04401475,11099247,Industry,collaborator,JSS Medical Research Inc.
NCT04375397,11102896,Industry,collaborator,"Janssen Research & Development, LLC"
NCT04439006,11094855,Industry,collaborator,"Janssen Scientific Affairs, LLC"
NCT04530604,11083750,Industry,collaborator,Jazz Pharmaceuticals
NCT04652115,11068890,Industry,collaborator,Jazz Pharmaceuticals
NCT04465513,11091601,Industry,collaborator,KGK Science Inc.
NCT04399980,11099478,Industry,collaborator,"Kiniksa Pharmaceuticals, Ltd."
NCT04492514,11088290,Industry,collaborator,"Kiniksa Pharmaceuticals, Ltd."
NCT04350580,11106562,Industry,collaborator,Laboratoire français de Fractionnement et de Biotechnologies
NCT04636086,11070828,Industry,collaborator,Laboratoires SMB S.A.
NCT04406246,11098744,Industry,collaborator,Laboratorios Liomont
NCT04621071,11072678,Industry,collaborator,Lallemand Health Solutions
NCT04365101,11104542,Industry,collaborator,Lung Biotechnology PBC
NCT04590365,11105807,Industry,collaborator,Marinomed Biotech AG
NCT04655521,11068491,Industry,collaborator,MeMed Diagnostics Ltd.
NCT04422418,11096779,Industry,collaborator,Mediclinic Middle East
NCT04366115,11104417,Industry,collaborator,"Medpace, Inc."
NCT04632381,11071292,Industry,collaborator,"Medpace, Inc."
NCT04726150,11059680,Industry,collaborator,Medtronic
NCT04596579,11075723,Industry,collaborator,Merck Sharp & Dohme Corp.
NCT04703790,11062552,Industry,collaborator,Merck Sharp & Dohme Corp.
NCT04539795,11082623,Industry,collaborator,Mereo BioPharma
NCT04371393,11103490,Industry,collaborator,"Mesoblast, Inc."
NCT04427280,11096219,Industry,collaborator,Mologic Ltd
NCT04344041,11107507,Industry,collaborator,Mylan Laboratories
NCT04646109,11069640,Industry,collaborator,NeuTec Pharma
NCT04414098,11097800,Industry,collaborator,Novartis
NCT04435184,11095304,Industry,collaborator,Novartis
NCT04510493,11086117,Industry,collaborator,Novartis
NCT04581954,11077523,Industry,collaborator,Novartis
NCT04592835,11076192,Industry,collaborator,Novotech (Australia) Pty Limited
NCT04652518,11068844,Industry,collaborator,Novotech (Australia) Pty Limited
NCT04437719,11095000,Industry,collaborator,ObvioHealth
NCT04411667,11098096,Industry,collaborator,Octapharma
NCT04435015,11095323,Industry,collaborator,Ono Pharmaceutical Co. Ltd
NCT04656691,11068360,Industry,collaborator,"Optum, Inc."
NCT04611425,11073892,Industry,collaborator,Paion UK Ltd.
NCT04507256,11086527,Industry,collaborator,Parexel
NCT04564040,11079678,Industry,collaborator,Parexel
NCT04626076,11072032,Industry,collaborator,Parexel
NCT04332107,11109262,Industry,collaborator,Pfizer
NCT04366050,11104428,Industry,collaborator,Pfizer
NCT04381962,11101923,Industry,collaborator,Pfizer
NCT04575610,11078292,Industry,collaborator,Pfizer
NCT04588480,11076736,Industry,collaborator,Pfizer
NCT04579640,11077814,Industry,collaborator,Pharma Nord
NCT04536090,11083086,Industry,collaborator,Pharmascience Inc.
NCT04390191,11100653,Industry,collaborator,Philips Healthcare
NCT04493307,11088198,Industry,collaborator,"Precision Biologics, Inc"
NCT04321369,11110855,Industry,collaborator,Quest Diagnostics
NCT04536298,11083057,Industry,collaborator,Quest Diagnostics
NCT04684446,11064995,Industry,collaborator,R-Pharm
NCT04327388,11110000,Industry,collaborator,Regeneron Pharmaceuticals
NCT04581954,11077522,Industry,collaborator,Rigel Pharmaceuticals
NCT04335071,11108833,Industry,collaborator,Roche Pharma AG
NCT04363853,11104705,Industry,collaborator,Roche Pharma AG
NCT04387890,11100950,Industry,collaborator,Roche Pharma AG
NCT04647305,11069450,Industry,collaborator,Roche Pharma AG
NCT04653831,11068683,Industry,collaborator,Roche Pharma AG
NCT04351243,11106466,Industry,collaborator,"Roivant Sciences, Inc."
NCT04659746,11068002,Industry,collaborator,Salumedia Labs
NCT04315298,11111702,Industry,collaborator,Sanofi
NCT04315896,11111617,Industry,collaborator,Sanofi
NCT04318015,11111335,Industry,collaborator,Sanofi
NCT04492254,11088316,Industry,collaborator,Sanofi
NCT04661527,11067800,Industry,collaborator,Sanofi
NCT04668209,11066979,Industry,collaborator,"Senhwa Biosciences, Inc."
NCT04439045,11094847,Industry,collaborator,Serum Institute of India Pvt. Ltd.
NCT04523571,11084511,Industry,collaborator,"Shanghai Fosun Pharmaceutical Development Co, Ltd."
NCT04286503,11115863,Industry,collaborator,"Shenyang Tonglian Group CO., Ltd"
NCT04517123,11085299,Industry,collaborator,"Smith & Nephew, Inc."
NCT04603742,11074841,Industry,collaborator,Swedish Orphan Biovitrum
NCT04479631,11089873,Industry,collaborator,TSB Therapeutics (Beijing) CO.LTD
NCT04479644,11089871,Industry,collaborator,TSB Therapeutics (Beijing) CO.LTD
NCT04691180,11064177,Industry,collaborator,TSB Therapeutics (Beijing) CO.LTD
NCT04422509,11096754,Industry,collaborator,Takeda
NCT04536298,11083056,Industry,collaborator,Takeda
NCT04675086,11066146,Industry,collaborator,"Takeda Pharmaceuticals North America, Inc."
NCT04646031,11069649,Industry,collaborator,"Tasly Pharmaceutical Group Co., Ltd"
NCT04358003,11105499,Industry,collaborator,Terumo BCT
NCT04278404,11117037,Industry,collaborator,"The Emmes Company, LLC"
NCT04497298,11087712,Industry,collaborator,Themis Bioscience GmbH
NCT04382755,11101791,Industry,collaborator,UCB Pharma
NCT04466683,11091448,Industry,collaborator,Varian Medical Systems
NCT04487886,11088842,Industry,collaborator,"Verastem, Inc."
NCT04441385,11094549,Industry,collaborator,ViiV Healthcare
NCT04623138,11072405,Industry,collaborator,"Vir Biotechnology, Inc."
NCT04273763,11117736,Industry,collaborator,"Wanbangde Pharmaceutical Group Co., LTD"
NCT04510207,11086151,Industry,collaborator,"Wuhan Institute of Biological Products Co., Ltd"
NCT04453384,11093046,Industry,collaborator,Xenothera SAS
NCT04657406,11068267,Industry,collaborator,"bioRASI, LLC"
NCT04278404,11117038,NIH,collaborator,Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD)
NCT04519502,11084985,NIH,collaborator,Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD)
NCT04169542,11130883,NIH,collaborator,National Cancer Institute (NCI)
NCT04361552,11105021,NIH,collaborator,National Cancer Institute (NCI)
NCT04373044,11103258,NIH,collaborator,National Cancer Institute (NCI)
NCT04373148,11103246,NIH,collaborator,National Cancer Institute (NCI)
NCT04379518,11102304,NIH,collaborator,National Cancer Institute (NCI)
NCT04439006,11094854,NIH,collaborator,National Cancer Institute (NCI)
NCT04447222,11093818,NIH,collaborator,National Cancer Institute (NCI)
NCT04474301,11090535,NIH,collaborator,National Cancer Institute (NCI)
NCT04482647,11089521,NIH,collaborator,National Cancer Institute (NCI)
NCT04491292,11088411,NIH,collaborator,National Cancer Institute (NCI)
NCT04497779,11087655,NIH,collaborator,National Cancer Institute (NCI)
NCT04500600,11087346,NIH,collaborator,National Cancer Institute (NCI)
NCT04506528,11086606,NIH,collaborator,National Cancer Institute (NCI)
NCT04513990,11085697,NIH,collaborator,National Cancer Institute (NCI)
NCT04532372,11083532,NIH,collaborator,National Cancer Institute (NCI)
NCT04551378,11081232,NIH,collaborator,National Cancer Institute (NCI)
NCT04565665,11079484,NIH,collaborator,National Cancer Institute (NCI)
NCT04575532,11078318,NIH,collaborator,National Cancer Institute (NCI)
NCT04639466,11070398,NIH,collaborator,National Cancer Institute (NCI)
NCT04650178,11069097,NIH,collaborator,National Cancer Institute (NCI)
NCT04652505,11068846,NIH,collaborator,National Cancer Institute (NCI)
NCT04665115,11067340,NIH,collaborator,National Cancer Institute (NCI)
NCT04666025,11067232,NIH,collaborator,National Cancer Institute (NCI)
NCT04362176,11104936,NIH,collaborator,National Center for Advancing Translational Science (NCATS)
NCT04517396,11085253,NIH,collaborator,National Center for Advancing Translational Science (NCATS)
NCT04540939,11082483,NIH,collaborator,National Center for Complementary and Integrative Health (NCCIH)
NCT04595084,11075916,NIH,collaborator,National Center for Complementary and Integrative Health (NCCIH)
NCT04322682,11110637,NIH,collaborator,"National Heart, Lung, and Blood Institute (NHLBI)"
NCT04332991,11109145,NIH,collaborator,"National Heart, Lung, and Blood Institute (NHLBI)"
NCT04355767,11105825,NIH,collaborator,"National Heart, Lung, and Blood Institute (NHLBI)"
NCT04371393,11103491,NIH,collaborator,"National Heart, Lung, and Blood Institute (NHLBI)"
NCT04498273,11087586,NIH,collaborator,"National Heart, Lung, and Blood Institute (NHLBI)"
NCT04505774,11086699,NIH,collaborator,"National Heart, Lung, and Blood Institute (NHLBI)"
NCT04650087,11069105,NIH,collaborator,"National Heart, Lung, and Blood Institute (NHLBI)"
NCT04661813,11067744,NIH,collaborator,"National Heart, Lung, and Blood Institute (NHLBI)"
NCT04575532,11078317,NIH,collaborator,National Institute for Biomedical Imaging and Bioengineering (NIBIB)
NCT04373148,11103245,NIH,collaborator,National Institute of Allergy and Infectious Diseases (NIAID)
NCT04373460,11103190,NIH,collaborator,National Institute of Allergy and Infectious Diseases (NIAID)
NCT04385251,11101409,NIH,collaborator,National Institute of Allergy and Infectious Diseases (NIAID)
NCT04403880,11098988,NIH,collaborator,National Institute of Allergy and Infectious Diseases (NIAID)
NCT04482595,11089528,NIH,collaborator,National Institute of Allergy and Infectious Diseases (NIAID)
NCT04558320,11080373,NIH,collaborator,National Institute of Allergy and Infectious Diseases (NIAID)
NCT04579588,11077824,NIH,collaborator,National Institute of Allergy and Infectious Diseases (NIAID)
NCT04247620,11121480,NIH,collaborator,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK)
NCT04638673,11070514,NIH,collaborator,National Institute of General Medical Sciences (NIGMS)
NCT04661410,11067814,NIH,collaborator,National Institute of Mental Health (NIMH)
NCT04537299,11082926,NIH,collaborator,National Institute on Aging (NIA)
NCT04660422,11067929,NIH,collaborator,National Institute on Aging (NIA)
NCT04385251,11101408,NIH,collaborator,National Institutes of Health (NIH)
NCT04460690,11092169,NIH,collaborator,National Institutes of Health (NIH)
NCT04523090,11084563,NIH,collaborator,National Institutes of Health (NIH)
NCT04565509,11079503,NIH,collaborator,National Institutes of Health (NIH)
NCT04579549,11077828,NIH,collaborator,National Institutes of Health (NIH)
NCT04638673,11070513,NIH,collaborator,National Institutes of Health (NIH)
NCT04322487,11110668,Other,collaborator,"118 USL Nordovest Toscana, Lucca, Italy"
NCT04657445,11068262,Other,collaborator,"1st DIVISION OF INTERNAL MEDICINE, UNIVERSITY GENERAL HOSPITAL OF IOANNINA"
NCT04367792,11104087,Other,collaborator,"A.O. Ospedale Papa Giovanni XXIII, Anatomia Patologica, Dr Andrea Gianatti, co-PI"
NCT04366921,11104297,Other,collaborator,A.O.U. Città della Salute e della Scienza - Molinette Hospital
NCT04646421,11069605,Other,collaborator,AB Svenska Spel
NCT04412317,11098015,Other,collaborator,AFPA
NCT04344951,11107387,Other,collaborator,AHEPA University Hospital
NCT04700254,11062983,Other,collaborator,"AHEPA University Hospital of Thessaloniki Thessaloniki, Greece"
NCT04518410,11085113,Other,collaborator,AIDS Clinical Trials Group
NCT04460690,11092170,Other,collaborator,AIDS Vaccine Research Lab
NCT04397575,11099764,Other,collaborator,ARCAGY/ GINECO GROUP
NCT04390061,11100692,Other,collaborator,"ASST Cremona, Cremona"
NCT04549831,11081428,Other,collaborator,ASST Fatebenefratelli Sacco
NCT04390061,11100690,Other,collaborator,"ASST Papa Giovanni XXIII, Bergamo"
NCT04549831,11081438,Other,collaborator,ASST Santi Paolo e Carlo
NCT04549831,11081442,Other,collaborator,"ASST Spedali Civili, Brescia"
NCT04549831,11081439,Other,collaborator,ASST Valtellina e Alto Lario
NCT04678193,11065717,Other,collaborator,ASU College of Health Solutions
NCT04552483,11081098,Other,collaborator,ATCGen
NCT04561219,11080005,Other,collaborator,ATCGen
NCT04677842,11065776,Other,collaborator,"ATHENA ,THE NETHERLANDS"
NCT04412746,11097965,Other,collaborator,"ATRSS, DGRST, Algeria"
NCT04348513,11106871,Other,collaborator,ATTIKON University Hospital
NCT04345315,11107342,Other,collaborator,AUSL Romagna
