nct_id,id,intervention_type,name,description
NCT04561102,13018690,Diagnostic Test,diagnostic test for detection of sars-cov-2,the covidseq is designed to test rna extracted from np swab specimens from patients symptomatic for covid-19
NCT04546581,13018745,Drug,hyperimmune immunoglobulin to sars-cov-2 (hivig),hyperimmune immunoglobulin to sars-cov-2 (hivig) is derived from the plasma of individuals who recover and develop neutralizing antibodies. participants will receive a single infusion.
NCT04546581,13018746,Other,placebo,participants will receive a single infusion of the placebo (saline).
NCT04546581,13018747,Drug,remdesivir,remdesivir will be given to participants in both groups as standard of care (soc).
NCT04530617,13018840,Drug,camostat mesilate,tablets
NCT04530617,13018841,Drug,artemisia annua leaf,tea bags
NCT04501978,13018961,Biological,ly3819253,participants are no longer being randomized to this intervention.
NCT04501978,13018962,Drug,placebo,commercially available 0.9% sodium chloride solution. administered by iv infusion
NCT04501978,13018963,Biological,remdesivir,provided to all study participants as soc unless contraindicated for an individual patient.
NCT04501978,13018964,Biological,vir-7831,administered by iv infusion
NCT04501978,13018965,Biological,brii-196 and brii-198,administered by iv infusion
NCT04501978,13018966,Biological,azd7442,600 mg azd7442 (300 mg azd8895 + 300 mg azd1061). administered by iv infusion as a single dose.
NCT04414293,13019318,Radiation,lung low dose radiation,the administration of low-dose lung radiation produces anti-inflammatory effects that will decrease the pulmonary inflammatory response.
NCT04392453,13019368,Device,robotic therapy,"the treatment with the robot icone will include 30 sessions, each session lasting 45 minutes, with a frequency from three to five times a week. the treatment will be provided in the patient's room. patients will execute upper limb movement involving elbow flexion-extension, shoulder protraction-retraction, internal-external rotation, flexion-extension, and abduction-adduction. visual and auditory feedback will be provided during the tasks. the exercises will train both motor and cognitive functions."
NCT04384965,13019404,Device,"magpro x100 stimulator, b70 fluid-cooled coil","treatment will occur 8 times per treatment day (50 min pause between treatments). each treatment session will consist of a single itbs treatment, delivering 600 pulses of itbs (bursts of 3 pulses at 50 hz, bursts repeated at 5 hz, with a duty cycle of 2 seconds on, 8 seconds off, over 60 cycles / ~3 minutes) at a target of 110% of the subject's resting mt."
NCT04375761,13019452,Procedure,collection of biological samples,"biological samples will be collected throughout the study at regular intervals (every 2 weeks) in addition to when illness event(s) occur. all biological samples (e.g. nasal swabs, peripheral blood, stool) will be collected by the caregiver at home using materials provided to the family. at the end of study, additional samples (e.g. nasal secretion and/or saliva samples) may be collected by the family or study staff at a site visit, if feasible."
NCT04375761,13019453,Procedure,symptom and exposure surveys,symptom and exposure surveys (questionnaires) will be completed throughout the study at regular intervals (every 2 weeks) in addition to when illness event(s) occur. the primary household contact/caregiver will be the designee for ensuring timely questionnaires completion and submission for all household study participants.
NCT04366908,13019484,Drug,bat + calcifediol,"the subject will be treated with the best available therapy, which will include any combination of drugs included in the current protocol of the ministry of health and/or complementary notes issued by the spanish agency of medicines and health products (aemps) plus calcifediol caps. 266 µg. according to the pharmacokinetics of calcifediol evaluated in an inflammatory model, the posology will be~start: 2 capsules days 3, 7, 14, 21, 28: 1 capsule"
NCT04366908,13019485,Drug,bat,"the subject will be treated with the best available therapy, which will include any combination of drugs included in the current protocol of the ministry of health and/or complementary notes issued by the spanish agency of medicines and health products (aemps)."
NCT04361448,13019500,Other,samling of oropharynx and nasopharynx,three different swabs will be taken of each participant: 1 oropharyngeal swab and 2 nasopharyngeal swabs
NCT04357366,13019514,Drug,anakinra,treatment with 100mg anakinra subcutaneously (sc) once daily for ten days
NCT04353154,13019530,Diagnostic Test,spartan cube point-of care covid-19 test,throat and nasal swab for covid-19 point-of-care test.
NCT04349618,13019532,Other,protective ventilation,"protective ventilation with tidal volume 6 ml/kg of predicted body weight further adjusted to keep plateau pressure below 30 cm h2o and ph above 7.20, and peep set using the peep fio2 table of the arma trial"
NCT04349618,13019533,Other,protective ventilation,"ultraprotective ventilation with tidal volume reduction down to 4 ml/kg further adjusted to keep plateau pressure below 30 cm h2o and ph above 7.20, and peep set using the peep fio2 table of the arma trial"
NCT04348422,13019536,Diagnostic Test,covid-19 rt-pcr,nasoropharyngeal swabs for covid-19 rt-pcr - initial screening/retest +every 10 days in 100 days followup period
NCT04348422,13019537,Diagnostic Test,covid-19 serology,blood samples for covid-19 serology - initial screening/retest +every 10 days in 100 days followup period each sample will be examined by 4-6 serology kits.
NCT04348422,13019538,Other,symptoms questionnare,symptoms questionnaire which will be filled by participant on initial screening/retest visit + every 10 days in 100 days followup period
NCT04322396,13019606,Drug,azithromycin,azithromycin
NCT04322396,13019607,Drug,hydroxychloroquine,hydroxychloroquine
NCT04322396,13019608,Drug,placebo,placebo azithromycin
NCT04322396,13019609,Drug,placebo,placebo hydroxychloroquine
NCT04312009,13019633,Drug,losartan,losartan; 50 mg daily; oral administration
NCT04312009,13019634,Other,placebo,"placebo (microcrystalline methylcellulose, gelatin capsule); oral administration"
NCT04311177,13019637,Drug,losartan,losartan; 25 mg daily; oral administration
NCT04311177,13019638,Other,placebo,"placebo (microcrystalline methylcellulose, gelatin capsule); oral administration"
NCT04691921,13025324,Behavioral,current clinical practices of participating physicians,current clinical practice of participating physicians on choice of pharmacological agents for clinical management of severe covid-19
NCT04655586,13025442,Drug,rnapc2,two dose levels of rnapc2
NCT04655586,13025443,Drug,heparin,standard of care heparin per institution (therapeutic or prophylactic regimen)
NCT04649151,13025455,Biological,mrna-1273,sterile liquid for injection
NCT04649151,13025456,Biological,placebo,0.9% sodium chloride (normal saline) injection
NCT04646590,13025463,Biological,recombinant new coronavirus vaccine (cho cells),intramuscular injection of deltoid muscle of upper armof 25μg/0.5ml/person doserecombinant new coronavirus vaccine (cho cells).
NCT04646590,13025464,Biological,recombinant new coronavirus vaccine (cho cells),intramuscular injection of deltoid muscle of upper arm of 0.5ml/person doserecombinant new coronavirus vaccine (cho cells) placebo.
NCT04643444,13025471,Diagnostic Test,blood sample,testing for the presence of sars-cov-2 antibodies
NCT04643444,13025472,Other,questionnaire,"questions on working place, risk profiles and ppe"
NCT04542434,13025811,Drug,placebo,matching placebo tablets 3 times daily for 14 days
NCT04636294,13025490,Diagnostic Test,sars-cov-2,sars-cov-2 pcr of nasopharyngeal lysate.
NCT04561089,13025753,Diagnostic Test,covid-19 testing,the covidseq is designed to test rna extracted from np swab specimens from patients symptomatic for covid-19
NCT04550338,13025788,Drug,tranexamic acid,oral administration of blinded medications
NCT04550338,13025789,Drug,placebo,oral administration of blinded medications
NCT04542434,13025810,Drug,niclosamide oral tablet,niclosamide tablets 400 mg 3 times daily for 14 days
NCT04540419,13025821,Biological,recombinant novel coronavirus vaccine (adenovirus type 5 vector),intramuscular administration
NCT04540419,13025822,Biological,placebo,intramuscular administration
NCT04540406,13025823,Drug,nbt-nm108,taken in the form of drinks four times a day (before each main meal and 2 hours after dinner) for 28 days. each drink is prepared by mixing one sachet (30 g) with 500 ml of water.
NCT04540406,13025824,Other,usual care only,control group will also follow the same schedule except they will drink the same volume of water without nbt-nm108.
NCT04540120,13025826,Drug,dapansutrile capsules,hard opaque capsules containing 250 mg of api.
NCT04540120,13025827,Drug,placebo,hard opaque capsules containing 0 mg of api.
NCT04530539,13025878,Dietary Supplement,vitamin c,"1000mg vitamin c, at bedtime"
NCT04530539,13025879,Dietary Supplement,melatonin,"10mg melatonin, at bedtime"
NCT04530539,13025880,Dietary Supplement,placebo,placebo at bedtime
NCT04530539,13025881,Other,symptom survey,daily symptom survey to be completed by patient electronically
