nct_id,id,allocation,intervention_model,observational_model,primary_purpose,time_perspective,masking,masking_description,intervention_model_description,subject_masked,caregiver_masked,investigator_masked,outcomes_assessor_masked
NCT04470557,6968903,,,Other,,Cross-Sectional,,,,False,False,False,False
NCT04460469,6969678,,,Other,,Cross-Sectional,,,,False,False,False,False
NCT04444336,6970918,,,Other,,Cross-Sectional,,,,False,False,False,False
NCT04433312,6971766,,,Other,,Cross-Sectional,,,,False,False,False,False
NCT04433286,6971768,,,Other,,Cross-Sectional,,,,False,False,False,False
NCT04432870,6971800,,,Other,,Cross-Sectional,,,,False,False,False,False
NCT04424017,6972479,,,Other,,Cross-Sectional,,,,False,False,False,False
NCT04418284,6972920,,,Other,,Cross-Sectional,,,,False,False,False,False
NCT04408014,6973709,,,Other,,Cross-Sectional,,,,False,False,False,False
NCT04407299,6973764,,,Other,,Cross-Sectional,,,,False,False,False,False
NCT04401371,6974219,,,Other,,Cross-Sectional,,,,False,False,False,False
NCT04400812,6974262,,,Other,,Cross-Sectional,,,,False,False,False,False
NCT04395885,6974641,,,Other,,Cross-Sectional,,,,False,False,False,False
NCT04391881,6974949,,,Other,,Cross-Sectional,,,,False,False,False,False
NCT04387214,6975327,,,Other,,Cross-Sectional,,,,False,False,False,False
NCT04384614,6975571,,,Other,,Cross-Sectional,,,,False,False,False,False
NCT04383626,6975660,,,Other,,Cross-Sectional,,,,False,False,False,False
NCT04382495,6975768,,,Other,,Cross-Sectional,,,,False,False,False,False
NCT04377074,6976273,,,Other,,Cross-Sectional,,,,False,False,False,False
NCT04374097,6976557,,,Other,,Cross-Sectional,,,,False,False,False,False
NCT04370678,6976872,,,Other,,Cross-Sectional,,,,False,False,False,False
NCT04369300,6976991,,,Other,,Cross-Sectional,,,,False,False,False,False
NCT04365881,6977307,,,Other,,Cross-Sectional,,,,False,False,False,False
NCT04363229,6977542,,,Other,,Cross-Sectional,,,,False,False,False,False
NCT04360863,6977755,,,Other,,Cross-Sectional,,,,False,False,False,False
NCT04357431,6978061,,,Other,,Cross-Sectional,,,,False,False,False,False
NCT04356365,6978159,,,Other,,Cross-Sectional,,,,False,False,False,False
NCT04344197,6979292,,,Other,,Cross-Sectional,,,,False,False,False,False
NCT04646421,6955396,,,Case-Control,,Other,,,,False,False,False,False
NCT04537338,6963774,,,Case-Control,,Other,,,,False,False,False,False
NCT04513847,6965577,,,Case-Control,,Other,,,,False,False,False,False
NCT04492904,6967187,,,Case-Control,,Other,,,,False,False,False,False
NCT04474288,6968617,,,Case-Control,,Other,,,,False,False,False,False
NCT04451577,6970362,,,Case-Control,,Other,,,,False,False,False,False
NCT04429620,6972050,,,Case-Control,,Other,,,,False,False,False,False
NCT04426084,6972320,,,Case-Control,,Other,,,,False,False,False,False
NCT04390074,6975086,,,Case-Control,,Other,,,,False,False,False,False
NCT04351139,6978646,,,Case-Control,,Other,,,,False,False,False,False
NCT04466462,6969218,,,Case-Crossover,,Other,,,,False,False,False,False
NCT04681950,6952664,,,Case-Only,,Other,,,,False,False,False,False
NCT04649827,6955134,,,Case-Only,,Other,,,,False,False,False,False
NCT04569292,6961321,,,Case-Only,,Other,,,,False,False,False,False
NCT04544605,6963215,,,Case-Only,,Other,,,,False,False,False,False
NCT04452422,6970297,,,Case-Only,,Other,,,,False,False,False,False
NCT04446286,6970768,,,Case-Only,,Other,,,,False,False,False,False
NCT04444401,6970913,,,Case-Only,,Other,,,,False,False,False,False
NCT04438941,6971333,,,Case-Only,,Other,,,,False,False,False,False
NCT04427358,6972222,,,Case-Only,,Other,,,,False,False,False,False
NCT04415359,6973145,,,Case-Only,,Other,,,,False,False,False,False
NCT04405726,6973885,,,Case-Only,,Other,,,,False,False,False,False
NCT04394429,6974753,,,Case-Only,,Other,,,,False,False,False,False
NCT04385004,6975534,,,Case-Only,,Other,,,,False,False,False,False
NCT04378582,6976136,,,Case-Only,,Other,,,,False,False,False,False
NCT04373486,6976617,,,Case-Only,,Other,,,,False,False,False,False
NCT04370197,6976912,,,Case-Only,,Other,,,,False,False,False,False
NCT04368390,6977075,,,Case-Only,,Other,,,,False,False,False,False
NCT04362345,6977621,,,Case-Only,,Other,,,,False,False,False,False
NCT04358029,6978006,,,Case-Only,,Other,,,,False,False,False,False
NCT04357041,6978097,,,Case-Only,,Other,,,,False,False,False,False
NCT04346043,6979122,,,Case-Only,,Other,,,,False,False,False,False
NCT04342208,6979467,,,Case-Only,,Other,,,,False,False,False,False
NCT04709120,6950575,,,Cohort,,Other,,,,False,False,False,False
NCT04702945,6951050,,,Cohort,,Other,,,,False,False,False,False
NCT04701515,6951160,,,Cohort,,Other,,,,False,False,False,False
NCT04689672,6952070,,,Cohort,,Other,,,,False,False,False,False
NCT04678193,6952953,,,Cohort,,Other,,,,False,False,False,False
NCT04677842,6952980,,,Cohort,,Other,,,,False,False,False,False
NCT04660422,6954319,,,Cohort,,Other,,,,False,False,False,False
NCT04650178,6955107,,,Cohort,,Other,,,,False,False,False,False
NCT04649320,6955173,,,Cohort,,Other,,,,False,False,False,False
NCT04605757,6958518,,,Cohort,,Other,,,,False,False,False,False
NCT04602260,6958787,,,Cohort,,Other,,,,False,False,False,False
NCT04560608,6961988,,,Cohort,,Other,,,,False,False,False,False
NCT04542954,6963342,,,Cohort,,Other,,,,False,False,False,False
NCT04510623,6965825,,,Cohort,,Other,,,,False,False,False,False
NCT04509713,6965895,,,Cohort,,Other,,,,False,False,False,False
NCT04506528,6966140,,,Cohort,,Other,,,,False,False,False,False
NCT04501432,6966532,,,Cohort,,Other,,,,False,False,False,False
NCT04497194,6966858,,,Cohort,,Other,,,,False,False,False,False
NCT04495907,6966957,,,Cohort,,Other,,,,False,False,False,False
NCT04492384,6967227,,,Cohort,,Other,,,,False,False,False,False
NCT04492371,6967228,,,Cohort,,Other,,,,False,False,False,False
NCT04480515,6968140,,,Cohort,,Other,,,,False,False,False,False
NCT04472052,6968789,,,Cohort,,Other,,,,False,False,False,False
NCT04465981,6969255,,,Cohort,,Other,,,,False,False,False,False
NCT04463862,6969417,,,Cohort,,Other,,,,False,False,False,False
NCT04462393,6969530,,,Cohort,,Other,,,,False,False,False,False
NCT04459364,6969763,,,Cohort,,Other,,,,False,False,False,False
NCT04459351,6969764,,,Cohort,,Other,,,,False,False,False,False
NCT04455451,6970064,,,Cohort,,Other,,,,False,False,False,False
NCT04451902,6970337,,,Cohort,,Other,,,,False,False,False,False
NCT04438967,6971331,,,Cohort,,Other,,,,False,False,False,False
NCT04437901,6971413,,,Cohort,,Other,,,,False,False,False,False
NCT04430374,6971992,,,Cohort,,Other,,,,False,False,False,False
NCT04422587,6972589,,,Cohort,,Other,,,,False,False,False,False
NCT04422379,6972605,,,Cohort,,Other,,,,False,False,False,False
NCT04422340,6972608,,,Cohort,,Other,,,,False,False,False,False
NCT04418609,6972895,,,Cohort,,Other,,,,False,False,False,False
NCT04405869,6973874,,,Cohort,,Other,,,,False,False,False,False
NCT04403880,6974026,,,Cohort,,Other,,,,False,False,False,False
NCT04395781,6974649,,,Cohort,,Other,,,,False,False,False,False
NCT04394000,6974786,,,Cohort,,Other,,,,False,False,False,False
NCT04393324,6974838,,,Cohort,,Other,,,,False,False,False,False
NCT04391686,6974964,,,Cohort,,Other,,,,False,False,False,False
NCT04390555,6975051,,,Cohort,,Other,,,,False,False,False,False
NCT04388670,6975194,,,Cohort,,Other,,,,False,False,False,False
NCT04386759,6975371,,,Cohort,,Other,,,,False,False,False,False
NCT04385797,6975459,,,Cohort,,Other,,,,False,False,False,False
NCT04384926,6975543,,,Cohort,,Other,,,,False,False,False,False
NCT04384029,6975623,,,Cohort,,Other,,,,False,False,False,False
NCT04729452,6975997,,,Cohort,,Other,,,,False,False,False,False
NCT04379440,6976059,,,Cohort,,Other,,,,False,False,False,False
NCT04729075,6976176,,,Cohort,,Other,,,,False,False,False,False
NCT04377815,6976211,,,Cohort,,Other,,,,False,False,False,False
NCT04375670,6976401,,,Cohort,,Other,,,,False,False,False,False
NCT04369989,6976928,,,Cohort,,Other,,,,False,False,False,False
NCT04368221,6977093,,,Cohort,,Other,,,,False,False,False,False
NCT04365530,6977338,,,Cohort,,Other,,,,False,False,False,False
NCT04363632,6977510,,,Cohort,,Other,,,,False,False,False,False
NCT04363099,6977554,,,Cohort,,Other,,,,False,False,False,False
NCT04361604,6977688,,,Cohort,,Other,,,,False,False,False,False
NCT04356417,6978154,,,Cohort,,Other,,,,False,False,False,False
NCT04352556,6978513,,,Cohort,,Other,,,,False,False,False,False
NCT04348227,6978923,,,Cohort,,Other,,,,False,False,False,False
NCT04345315,6979190,,,Cohort,,Other,,,,False,False,False,False
NCT04344912,6979227,,,Cohort,,Other,,,,False,False,False,False
NCT04343898,6979323,,,Cohort,,Other,,,,False,False,False,False
NCT04339387,6979715,,,Cohort,,Other,,,,False,False,False,False
NCT04336956,6979932,,,Cohort,,Other,,,,False,False,False,False
NCT04331886,6980396,,,Cohort,,Other,,,,False,False,False,False
NCT04323787,6981110,,,Cohort,,Other,,,,False,False,False,False
NCT04323644,6981124,,,Cohort,,Other,,,,False,False,False,False
NCT04319016,6981546,,,Cohort,,Other,,,,False,False,False,False
NCT04315870,6981824,,,Cohort,,Other,,,,False,False,False,False
NCT04306497,6982661,,,Cohort,,Other,,,,False,False,False,False
NCT04699058,6951349,,,Ecologic or Community,,Prospective,,,,False,False,False,False
NCT04690114,6952036,,,Ecologic or Community,,Prospective,,,,False,False,False,False
NCT04596579,6959224,,,Ecologic or Community,,Prospective,,,,False,False,False,False
NCT04587258,6959940,,,Ecologic or Community,,Prospective,,,,False,False,False,False
NCT04558307,6962164,,,Ecologic or Community,,Prospective,,,,False,False,False,False
NCT04548895,6962887,,,Ecologic or Community,,Prospective,,,,False,False,False,False
NCT04542915,6963345,,,Ecologic or Community,,Prospective,,,,False,False,False,False
NCT04519398,6965151,,,Ecologic or Community,,Prospective,,,,False,False,False,False
NCT04511962,6965722,,,Ecologic or Community,,Prospective,,,,False,False,False,False
NCT04506632,6966132,,,Ecologic or Community,,Prospective,,,,False,False,False,False
NCT04482361,6967998,,,Ecologic or Community,,Prospective,,,,False,False,False,False
NCT04477902,6968340,,,Ecologic or Community,,Prospective,,,,False,False,False,False
NCT04444713,6970889,,,Ecologic or Community,,Prospective,,,,False,False,False,False
NCT04444115,6970935,,,Ecologic or Community,,Prospective,,,,False,False,False,False
NCT04437706,6971428,,,Ecologic or Community,,Prospective,,,,False,False,False,False
NCT04434014,6971712,,,Ecologic or Community,,Prospective,,,,False,False,False,False
NCT04423770,6972498,,,Ecologic or Community,,Prospective,,,,False,False,False,False
NCT04407533,6973746,,,Ecologic or Community,,Prospective,,,,False,False,False,False
NCT04400448,6974290,,,Ecologic or Community,,Prospective,,,,False,False,False,False
NCT04389515,6975129,,,Ecologic or Community,,Prospective,,,,False,False,False,False
NCT04389489,6975131,,,Ecologic or Community,,Prospective,,,,False,False,False,False
NCT04387968,6975251,,,Ecologic or Community,,Prospective,,,,False,False,False,False
NCT04380870,6975923,,,Ecologic or Community,,Prospective,,,,False,False,False,False
NCT04377412,6976246,,,Ecologic or Community,,Prospective,,,,False,False,False,False
NCT04376580,6976319,,,Ecologic or Community,,Prospective,,,,False,False,False,False
NCT04367337,6977170,,,Ecologic or Community,,Prospective,,,,False,False,False,False
NCT04365361,6977355,,,Ecologic or Community,,Prospective,,,,False,False,False,False
